"id","year","observer","species","spp","colony","branch","polyp","eggs","area_cm2","reproductive"
"F10_GP01",2016,"CY","Goniastrea pectinata","GP",1,NA,4,0,43.51849896,0
"F10_GP01",2016,"CY","Goniastrea pectinata","GP",1,NA,2,0,43.51849896,0
"F10_GP01",2016,"CY","Goniastrea pectinata","GP",1,NA,1,0,43.51849896,0
"F10_GP01",2016,"CY","Goniastrea pectinata","GP",1,NA,3,0,43.51849896,0
"F10_GP01",2016,"CY","Goniastrea pectinata","GP",1,NA,6,0,43.51849896,0
"F10_GP01",2016,"CY","Goniastrea pectinata","GP",1,NA,5,0,43.51849896,0
"F10_GP02",2016,"CY","Goniastrea pectinata","GP",2,NA,4,0,36.01443717,0
"F10_GP02",2016,"CY","Goniastrea pectinata","GP",2,NA,2,0,36.01443717,0
"F10_GP02",2016,"CY","Goniastrea pectinata","GP",2,NA,1,0,36.01443717,0
"F10_GP02",2016,"CY","Goniastrea pectinata","GP",2,NA,3,0,36.01443717,0
"F10_GP02",2016,"CY","Goniastrea pectinata","GP",2,NA,5,0,36.01443717,0
"F10_GP02",2016,"CY","Goniastrea pectinata","GP",2,NA,6,0,36.01443717,0
"F10_GP03",2016,"CY","Goniastrea pectinata","GP",3,NA,2,0,16.67082203,0
"F10_GP03",2016,"CY","Goniastrea pectinata","GP",3,NA,5,0,16.67082203,0
"F10_GP03",2016,"CY","Goniastrea pectinata","GP",3,NA,6,0,16.67082203,0
"F10_GP03",2016,"CY","Goniastrea pectinata","GP",3,NA,4,0,16.67082203,0
"F10_GP03",2016,"CY","Goniastrea pectinata","GP",3,NA,3,0,16.67082203,0
"F10_GP03",2016,"CY","Goniastrea pectinata","GP",3,NA,1,0,16.67082203,0
"F10_GP04",2016,"CY","Goniastrea pectinata","GP",4,NA,4,4,38.94890693,1
"F10_GP04",2016,"CY","Goniastrea pectinata","GP",4,NA,2,9,38.94890693,1
"F10_GP04",2016,"CY","Goniastrea pectinata","GP",4,NA,1,39,38.94890693,1
"F10_GP04",2016,"CY","Goniastrea pectinata","GP",4,NA,3,72,38.94890693,1
"F10_GP04",2016,"CY","Goniastrea pectinata","GP",4,NA,6,13,38.94890693,1
"F10_GP04",2016,"CY","Goniastrea pectinata","GP",4,NA,5,84,38.94890693,1
"F10_GP05",2016,"CY","Goniastrea pectinata","GP",5,NA,4,0,35.77196255,0
"F10_GP05",2016,"CY","Goniastrea pectinata","GP",5,NA,3,0,35.77196255,0
"F10_GP05",2016,"CY","Goniastrea pectinata","GP",5,NA,1,0,35.77196255,0
"F10_GP05",2016,"CY","Goniastrea pectinata","GP",5,NA,6,0,35.77196255,0
"F10_GP05",2016,"CY","Goniastrea pectinata","GP",5,NA,2,0,35.77196255,0
"F10_GP05",2016,"CY","Goniastrea pectinata","GP",5,NA,5,0,35.77196255,0
"F10_GR01",2016,"CY","Goniastrea retiformis","GR",1,NA,2,0,11.76026671,0
"F10_GR01",2016,"CY","Goniastrea retiformis","GR",1,NA,6,0,11.76026671,0
"F10_GR01",2016,"CY","Goniastrea retiformis","GR",1,NA,1,0,11.76026671,0
"F10_GR01",2016,"CY","Goniastrea retiformis","GR",1,NA,5,0,11.76026671,0
"F10_GR01",2016,"CY","Goniastrea retiformis","GR",1,NA,4,0,11.76026671,0
"F10_GR01",2016,"CY","Goniastrea retiformis","GR",1,NA,3,0,11.76026671,0
"F10_GR02",2016,"CY","Goniastrea retiformis","GR",2,NA,5,0,80.89907998,0
"F10_GR02",2016,"CY","Goniastrea retiformis","GR",2,NA,2,0,80.89907998,0
"F10_GR02",2016,"CY","Goniastrea retiformis","GR",2,NA,4,0,80.89907998,0
"F10_GR02",2016,"CY","Goniastrea retiformis","GR",2,NA,1,0,80.89907998,0
"F10_GR02",2016,"CY","Goniastrea retiformis","GR",2,NA,3,0,80.89907998,0
"F10_GR02",2016,"CY","Goniastrea retiformis","GR",2,NA,6,0,80.89907998,0
"F10_GR03",2016,"CY","Goniastrea retiformis","GR",3,NA,6,3,61.57410684,1
"F10_GR03",2016,"CY","Goniastrea retiformis","GR",3,NA,3,17,61.57410684,1
"F10_GR03",2016,"CY","Goniastrea retiformis","GR",3,NA,1,15,61.57410684,1
"F10_GR03",2016,"CY","Goniastrea retiformis","GR",3,NA,5,4,61.57410684,1
"F10_GR03",2016,"CY","Goniastrea retiformis","GR",3,NA,4,2,61.57410684,1
"F10_GR03",2016,"CY","Goniastrea retiformis","GR",3,NA,2,17,61.57410684,1
"F10_GR04",2016,"CY","Goniastrea retiformis","GR",4,NA,6,3,31.85486575,1
"F10_GR04",2016,"CY","Goniastrea retiformis","GR",4,NA,4,7,31.85486575,1
"F10_GR04",2016,"CY","Goniastrea retiformis","GR",4,NA,2,2,31.85486575,1
"F10_GR04",2016,"CY","Goniastrea retiformis","GR",4,NA,1,0,31.85486575,0
"F10_GR04",2016,"CY","Goniastrea retiformis","GR",4,NA,3,1,31.85486575,1
"F10_GR04",2016,"CY","Goniastrea retiformis","GR",4,NA,5,0,31.85486575,0
"F10_GR05",2016,"CY","Goniastrea retiformis","GR",5,NA,6,0,35.35603472,0
"F10_GR05",2016,"CY","Goniastrea retiformis","GR",5,NA,2,0,35.35603472,0
"F10_GR05",2016,"CY","Goniastrea retiformis","GR",5,NA,1,0,35.35603472,0
"F10_GR05",2016,"CY","Goniastrea retiformis","GR",5,NA,5,0,35.35603472,0
"F10_GR05",2016,"CY","Goniastrea retiformis","GR",5,NA,4,0,35.35603472,0
"F10_GR05",2016,"CY","Goniastrea retiformis","GR",5,NA,3,0,35.35603472,0
"F10_GR06",2016,"CY","Goniastrea retiformis","GR",6,NA,4,0,18.96558201,0
"F10_GR06",2016,"CY","Goniastrea retiformis","GR",6,NA,3,0,18.96558201,0
"F10_GR06",2016,"CY","Goniastrea retiformis","GR",6,NA,2,0,18.96558201,0
"F10_GR06",2016,"CY","Goniastrea retiformis","GR",6,NA,6,0,18.96558201,0
"F10_GR06",2016,"CY","Goniastrea retiformis","GR",6,NA,5,0,18.96558201,0
"F10_GR06",2016,"CY","Goniastrea retiformis","GR",6,NA,1,0,18.96558201,0
"F10_GR07",2016,"CY","Goniastrea retiformis","GR",7,NA,5,0,43.70950048,0
"F10_GR07",2016,"CY","Goniastrea retiformis","GR",7,NA,6,4,43.70950048,1
"F10_GR07",2016,"CY","Goniastrea retiformis","GR",7,NA,1,0,43.70950048,0
"F10_GR07",2016,"CY","Goniastrea retiformis","GR",7,NA,2,0,43.70950048,0
"F10_GR07",2016,"CY","Goniastrea retiformis","GR",7,NA,4,6,43.70950048,1
"F10_GR07",2016,"CY","Goniastrea retiformis","GR",7,NA,3,0,43.70950048,0
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"3",1,6,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"4",6,0,2786.464424,0
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"4",2,0,2786.464424,0
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"2",6,6,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"4",4,0,2786.464424,0
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"2",2,7,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"3",3,5,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"3",2,6,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"4",3,0,2786.464424,0
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"4",1,0,2786.464424,0
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"1",4,6,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"1",3,5,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"4",5,0,2786.464424,0
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"3",6,6,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"3",4,7,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"3",5,7,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"2",1,6,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"1",5,5,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"1",1,5,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"1",6,5,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"2",3,6,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"2",5,7,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"2",4,6,2786.464424,1
"F3_AC01",2009,"James Tan","Acropora cytherea","AC",1,"1",2,5,2786.464424,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"3",2,5,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"1",4,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"3",1,6,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"4",6,6,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"2",3,6,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"1",2,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"2",4,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"2",2,6,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"4",5,6,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"1",3,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"1",1,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"4",1,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"2",5,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"4",4,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"1",5,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"3",3,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"4",3,5,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"2",6,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"1",6,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"4",2,5,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"3",4,4,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"2",1,6,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"3",5,6,2464.966388,1
"F3_AC02",2009,"James Tan","Acropora cytherea","AC",2,"3",6,6,2464.966388,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"3",6,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"4",4,0,1586.511963,0
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"3",3,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"4",1,0,1586.511963,0
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"1",3,5,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"4",6,0,1586.511963,0
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"4",5,0,1586.511963,0
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"2",3,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"4",2,0,1586.511963,0
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"3",4,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"3",2,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"2",1,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"1",1,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"1",2,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"3",5,5,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"2",2,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"4",3,0,1586.511963,0
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"2",5,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"2",4,5,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"2",6,4,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"3",1,3,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"1",6,6,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"1",4,5,1586.511963,1
"F3_AC03",2009,"James Tan","Acropora cytherea","AC",3,"1",5,4,1586.511963,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"1",5,3,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"2",4,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"1",3,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"1",4,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"4",1,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"4",3,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"4",2,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"1",1,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"1",6,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"1",2,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"4",5,3,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"2",2,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"3",5,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"2",1,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"4",4,3,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"3",6,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"3",4,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"3",3,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"2",5,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"3",2,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"4",6,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"3",1,3,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"2",6,4,1583.242465,1
"F3_AC04",2009,"James Tan","Acropora cytherea","AC",4,"2",3,4,1583.242465,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"3",6,7,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"3",2,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"4",5,4,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"3",5,4,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"2",2,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"1",2,7,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"4",6,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"4",1,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"3",4,7,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"3",3,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"1",4,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"1",6,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"4",2,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"4",3,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"1",3,9,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"2",4,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"2",1,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"2",3,7,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"4",4,8,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"1",5,8,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"2",5,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"1",1,4,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"3",1,6,931.5076859,1
"F3_AC05",2009,"James Tan","Acropora cytherea","AC",5,"2",6,6,931.5076859,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"4",6,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"2",6,6,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"3",2,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"2",3,6,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"4",2,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"2",5,5,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"4",1,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"2",4,5,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"3",4,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"3",1,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"4",5,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"1",4,4,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"4",3,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"4",4,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"3",5,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"3",3,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"3",6,0,6352.361563,0
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"2",2,6,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"1",3,6,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"1",6,5,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"1",5,5,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"1",1,4,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"1",2,5,6352.361563,1
"F3_AC07",2009,"James Tan","Acropora cytherea","AC",7,"2",1,5,6352.361563,1
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"2",6,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"3",1,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"3",2,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"2",5,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"3",3,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"3",4,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"2",1,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"1",3,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"2",4,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"3",5,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"1",6,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"1",1,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"2",2,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"3",6,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"1",2,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"1",4,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"2",3,0,326.2660982,0
"F3_AC08",2009,"James Tan","Acropora cytherea","AC",8,"1",5,0,326.2660982,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"1",2,4,1262.530416,1
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"4",5,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"3",4,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"1",5,4,1262.530416,1
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"2",5,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"3",5,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"3",6,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"4",1,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"2",6,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"2",1,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"2",3,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"1",6,4,1262.530416,1
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"1",3,4,1262.530416,1
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"1",1,4,1262.530416,1
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"3",1,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"2",2,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"1",4,5,1262.530416,1
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"4",6,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"4",4,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"4",3,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"3",2,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"3",3,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"4",2,0,1262.530416,0
"F3_AC09",2009,"James Tan","Acropora cytherea","AC",9,"2",4,0,1262.530416,0
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"2",4,4,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"2",5,4,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"2",1,4,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"2",6,5,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"2",3,3,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"1",6,5,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"2",2,4,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"1",5,6,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"1",1,3,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"1",2,5,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"1",3,6,915.1662209,1
"F3_AC10",2009,"James Tan","Acropora cytherea","AC",10,"1",4,4,915.1662209,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"1",3,10,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"4",2,8,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"2",2,7,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"1",4,10,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"3",5,8,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"2",6,7,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"3",3,6,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"3",4,6,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"3",6,8,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"2",4,7,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"3",2,8,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"1",1,6,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"4",3,5,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"2",1,10,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"1",6,10,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"1",2,6,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"2",5,8,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"4",5,6,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"4",1,5,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"2",3,6,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"4",6,6,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"3",1,5,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"4",4,5,12235.328,1
"F3_AC11",2009,"James Tan","Acropora cytherea","AC",11,"1",5,11,12235.328,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"1",2,9,778.5795983,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"1",5,7,778.5795983,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"1",1,7,778.5795983,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"4",2,6,778.5795983,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"4",1,6,778.5795983,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"3",2,7,778.5795983,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"1",3,8,778.5795983,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"4",3,7,778.5795983,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"2",3,7,778.5795983,1
"F3_AC12",2009,"James Tan","Acropora cytherea","AC",12,"3",1,7,778.5795983,1
